,agency,firename,lat,lon,startdate,hectares,stage_of_control,timestamp
0,ab,MWF-080-2022,59.3214,-110.984, 2022-08-20 22:41:00,1969.8, UC,2022-12-06 12:49:09+00:00
1,ab,MWF-081-2022,59.4595,-111.04, 2022-08-20 22:55:00,95.68, UC,2022-12-06 12:49:09+00:00
2,ab,MWF-031-2022,59.031,-111.156, 2022-06-26 03:25:00,40417.7, UC,2022-12-06 12:49:09+00:00
3,pc,2022BA40,51.6035,-115.53, 2022-10-21 04:43:56,681.0, BH,2022-12-06 12:49:09+00:00
4,bc,2022-V62845,48.6723,-123.722, 2022-11-29 17:21:00,0.01, UC,2022-12-06 12:49:09+00:00
5,nt,SS087-22,61.2527,-117.526, 2022-11-22 16:52:00,1.0, UC,2022-12-06 12:49:09+00:00
6,nt,SS086-22,61.2572,-117.527, 2022-11-22 15:28:00,0.01, UC,2022-12-06 12:49:09+00:00
7,ab,RWF-075-2022,52.1717,-116.302, 2022-10-20 17:15:00,35.0, UC,2022-12-06 12:49:09+00:00
8,pc,2022BA35,51.5631,-115.595, 2022-08-31 01:51:20,4341.0, OC,2022-12-06 12:49:09+00:00
9,bc,2022-R90474,59.3855,-131.284, 2022-07-04 20:15:00,1100.0, OC,2022-12-06 12:49:09+00:00
